Sample,CRCR,GAGA,HYHY,CDRPOA,CDYAGL,CDYSTA,CDYTHA,CDYTHL,CELDUL,CELDUA,CELHEL,CELHEA,CELMIA,CELMIL,CELNAA,CELNEA,CELNEL,CGYGYL,CHAPEA,CHAPEL,CHYBEL,CHYHYL,CHYTRA,CHYTRL,CHYPAL,CLULUA,CLULUL,CPSPSL,DECDAD,DCEATL,DCECEL,DCESPP,DCHIRL,DCHIRP,DCUANL,DCUCUL,DCUCSL,DCUURL,DCUSPP,DDIDIL,DDISPP,DEMHEL,DEMMEL,DEMSPP,DEPSEL,DPSMAL,DPSSPP,DSISPL,DSISPP,DSTMYL,DSTSPP,DTAHYL,DTISPP,EBAACL,EBAAPL,EBAABL,EBABAL,EBABTL,EBACAL,EBACBL,EBACEL,EBACLL,EBAFAL,EBAPAL,ECACAL,EEPEPL,EEPSEL,EHEEOL,EHELEL,EHERHL,EISISL,ELEASL,ELELEL,ELETRL,ELEPAL,ELETHL,ELETVL,GCYCOR,GLYMSP,GPHYSP,GPLFER,HBEABA,HCOGRX,HCOPAX,HCOTRC,HGEAQU,HGEGER,HGEMET,HGETRE,HHYHYD,HMAMAC,HMEMES,HNAAMB,HNERAN,HNOBUE,HNONOT,HVEMIC,HVERHA,LCRELL,LCRPEL,MCOCOL,OAEANX,OCAHET,OCOARG,OCOCEN,OCOISC,OGOERP,OGOPRO,OLEARC,OLIBRC,OLIPAL,PCAMES,PPEISO,TBREOL,TCAPHL,TGLPCL,TGLSPP,THEHEL,THYCHL,THYHYL,THYSML,THYPUP,THYDTL,THYHYLP,THYLEL,THYMNL,THYMEL,THYOCL,THYOXL,THYSPP,TLENCL,TLEOEL,TLESPP,TLILIL,TODMAL,TPHCHL,TPOPOL,TPOPYL
S18_SBR1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,9,0,0,0,0,0,0,0,3,0,3,3,0,0,42,0,0,0,0,0,375,6,0,207,165,12,15,0,6,111,0,0,9,0,0,0,0,0,0,261,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,63,0,45,0,0,12,21,6,0,6,0,0,0,0,0,0,0,0
S18_SBR2,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,40,0,0,0,0,0,0,0,20,0,10,0,0,0,280,0,0,0,1,0,130,0,0,130,560,0,10,0,110,30,0,0,20,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,10,0,0,33,0,0,10,0,0,0,52,221,0,10,0,0,0,70,0,0,10,0,0,0,0,0,0,0,0
S18_SBR5,0,0,0,0,0,0,0,0,0,0,0,0,42,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,12,0,0,0,0,0,0,0,6,0,0,0,0,0,48,0,0,0,0,0,192,0,0,150,468,0,6,0,48,54,0,0,6,0,0,0,0,0,12,276,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,18,0,0,18,0,0,0,30,150,0,18,0,0,0,24,0,0,18,0,0,0,0,0,0,0,0
S18_SBP1,0,16.2,313.2,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,2.7,0,0,2.7,0,0,0,16.2,0,413.1,48.6,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,10.8,0,13.5,2.7,0,0,0,0,0,0,5.4,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S18_SBP3,0,14,29,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,5,95,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,0,1,27,0,3,3,0,0,0,0,0,0,1,1,0,0,0,1,0,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S18_SBP4,0,2,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,16,6,105,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,0,2,2,0,93,0,2,3,0,0,1,0,0,0,13,7,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
S18_SBN1,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,58,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,31,0,0,9,0,0,8,0,0,6,0,0,1,0,0,0,0,0,12,106,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11,0,12,0,0,0,2,0,0,3,3,1,0,0,0,0,0,0
S18_SBN3,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,46,5,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,3,0,0,5,0,0,0,0,0,1,0,0,8,120,2,0,0,0,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,8,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
S18_SBN5,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,96,10,0,0,0,0,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,84,0,0,15,0,0,9,0,0,23,0,0,0,0,0,0,0,0,13,49,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,15,0,0,0,5,1,0,2,1,0,0,0,0,0,0,0
F18_BFR2,0,0,0,0,0,0,0,0,0,0,0,0,12,84,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1,0,114,0,0,330,90,0,0,0,0,48,0,0,0,0,0,0,0,0,12,402,12,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,78,0,24,0,6,0,6,0,0,0,0,12,0,0,0,0,0,0
F18_BFR3,0,0,0,0,0,0,0,0,0,0,0,0,30,90,0,10,10,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,290,20,0,0,0,0,0,0,0,0,0,0,0,0,0,150,10,0,0,0,0,190,0,0,900,100,0,10,0,0,200,0,0,0,0,0,0,0,0,30,510,80,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,140,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
F18_BFR5,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,247.5,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,210,0,0,0,0,0,202.5,0,0,405,142.5,0,15,0,0,67.5,0,0,0,0,0,7.5,0,0,30,607.5,15,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,360,0,15,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0
F18_BFP2,0,2,378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,16,153,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,3,0,23,0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
F18_BFP3,0,1,15,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0,3,37,0,0,0,7,0,4,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
F18_BFP4,0,1,39,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,1,23,0,0,0,0,0,0,0,0,0,3,49,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
F18_BFN3,0,1.5,0,0,0,0,0,0,0,0,0,0,1.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,78,4.5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,81,1.5,0,4.5,0,0,0,0,0,0,0,0,0,0,0,9,162,13.5,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,3,1.5,1.5,0,0,36,0,4.5,0,0,1.5,0,0,0,6,0,1.5,0,0,0,0,0,0
F18_BFN4,0,0,0,0,0,0,0,0,0,0,2,0,0,34,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,244,0,0,18,0,0,8,0,0,0,0,0,0,0,0,10,166,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,42,0,8,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0
F18_BFN5,0,10,0,0,0,0,0,0,0,0,0,0,20,70,0,20,6.666666667,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,93.33333333,13.33333333,0,0,0,0,0,0,0,6.666666667,0,0,0,0,0,3.333333333,0,0,0,0,0,83.33333333,0,0,256.6666667,20,0,3.333333333,0,0,3.333333333,0,0,0,0,0,0,0,0,16.66666667,166.6666667,0,0,0,3.333333333,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,3.333333333,113.3333333,0,16.66666667,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,0
F18_CHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,71.25,0,0,3.75,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,161.25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,26.25,0,0,0,0,0,90,0,0,97.5,356.25,0,11.25,0,0,30,0,0,0,0,0,0,0,0,11.25,187.5,0,0,0,3.75,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,7.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,26.25,0,3.75,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0
F18_CHR4,0,0,0,0,0,0,0,0,0,0,0,0,90,80,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,10,0,0,0,0,0,0,0,10,0,0,0,0,0,130,0,0,0,0,0,100,0,0,320,540,0,0,0,0,280,0,0,0,0,0,0,0,0,10,940,10,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,110,0,0,0,0,10,50,0,0,10,0,0,0,0,0,0,0,0
F18_CHR5,0,0,0,0,0,0,0,0,0,0,0,0,30,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490,30,0,0,0,0,0,0,0,20,0,0,0,0,0,110,10,0,0,0,0,70,0,0,70,220,0,20,0,0,410,0,0,0,0,0,0,0,0,20,1060,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,30,30,0,0,10,0,0,0,0,0,0,0,0
F18_CHP3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,2,6,4,1,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F18_CHP4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,8,3,2,0,0,53,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
F18_CHP5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
F18_CHN1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,64,0,0,104,372,0,4,0,0,24,0,0,0,0,0,0,0,0,16,732,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F18_CHN3,0,3.333333333,0,0,0,0,0,0,0,0,0,0,6.666666667,43.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,43.33333333,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,0,0,0,0,0,33.33333333,0,0,140,10,0,43.33333333,0,0,20,0,0,0,0,0,0,0,0,16.66666667,476.6666667,0,0,0,0,53.33333333,0,0,10,0,0,0,0,0,0,0,0,0,0,0,7.333333333,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6.666666667,0,0,0,0,53.33333333,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
F18_CHN5,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,148,14,0,140,0,0,46,0,0,0,0,0,0,0,0,2,302,4,0,0,8,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,104,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
F18_SBR1,0,0,0,0,0,0,0,0,0,0,0,0,22.8,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,0,0,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,7.2,0,0,0,0,0,69.6,0,0,45.6,51.6,0,22.8,0,0,12,0,0,0,0,0,0,0,0,0,58.8,0,0,0,10.8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,16.8,2,0,0,0,0,0,0,0,0,0,0,8.4,0,0,0,2.4,0,0,0,1.2,34.8,0,2.4,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0
F18_SBR2,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,57,0,0,25,59,0,10,0,0,24,0,0,0,0,0,0,0,0,1,89,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,25,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
F18_SBR3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,64,0,0,34,85,0,11,0,0,13,0,0,0,0,0,0,0,0,0,65,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,31,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
F18_SBP1,0,2.4,134.4,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,153.6,13.2,0,0,0,0,0,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,10.8,0,2.4,0,0,0,0,0,0,0,3.6,0,0,0,0,2.4,0,1.2,6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.4,3.6,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,1.2,0,15.6,0,0,0,0,0,0,0
F18_SBP2,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,0,25,0,1,0,0,0,0,0,0,0,8,2,0,0,0,1,1,3,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
F18_SBP5,0,4,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,56,0,1,0,0,0,0,0,1,0,12,4,0,0,0,2,3,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0
F18_SBN1,0,1,0,0,0,0,0,0,0,0,0,0,3,34,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,30,3,0,48,0,0,60,0,0,0,0,0,0,0,0,3,154,9,0,0,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,66,0,2,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0
F18_SBN3,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,37,1,0,72,0,0,28,0,0,0,0,0,0,0,0,1,95,3,0,0,0,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,47,0,0,0,3,0,0,0,0,45,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0
F18_SBN5,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,14,0,0,67,0,0,32,0,0,0,0,0,0,0,0,2,97,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
S19_BFR1,0,0,0,0,0,0,0,0,0,0,0,0,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2340,60,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,360,0,0,165,0,0,30,0,15,210,0,0,0,15,0,0,0,0,0,135,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,30,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFR2,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620,90,0,0,0,0,0,0,0,0,0,0,0,0,0,4560,420,0,0,0,0,450,0,0,255,15,0,15,0,0,105,0,0,15,30,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3420,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,90,0,0,0,0,1110,0,0,420,0,0,30,0,0,420,0,0,0,30,0,0,0,0,0,60,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFP1,0,10,0,0,0,0,0,0,16,2,0,0,2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,4,4,70,24,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,70,0,0,0,4,0,4,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
S19_BFP3,0,15,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,21,6,342,63,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,0,0,0,0,3,0,0,0,0,0,0,0,0,735,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S19_BFP5,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,9,0,456,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
S19_BFN1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,455,21,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,5,0,0,3,0,0,12,0,0,2,0,0,0,0,0,20,0,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S19_BFN2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,418,34,0,0,0,0,0,0,0,1,0,2,0,0,0,15,1,0,0,0,0,29,0,0,14,0,0,23,0,1,10,0,0,0,2,0,15,0,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
